genotype	aw	slope	species	treat	group	color
WS10	0.1373626	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.1373626	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.1373626	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.1373626	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.1373626	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.1373626	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.1373626	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.1373626	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.1373626	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.1373626	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES14	0.1373626	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.1373626	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.1373626	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.1380957	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.1380957	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.1380957	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.1380957	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.1380957	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.1380957	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.1380957	ES	T.dicoccoides	drought	Td(EST)	EST
AS19	0.1380957	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS22	0.1380957	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.1380957	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.1381168	AS	Brachypodium	drought	Br(AST)	AST
AS30	0.1381168	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.1381194	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.1388883	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.1388883	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.1388883	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES1	0.1388883	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.1388883	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.1388883	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.1388883	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.1388883	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.1388883	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.1388883	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.1388883	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.1388883	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.1388883	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.1388883	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.1388883	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.1388883	ES	Brachypodium	drought	Br(EST)	EST
ES6	0.1388883	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.1388883	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.1388883	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS33	0.1388884	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.1388884	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS17	0.1942601	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.1942601	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.1942601	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.1942601	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.1942601	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.1942601	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.1942601	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.1942601	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.1942601	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.1942601	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES14	0.1942601	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.1942601	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.1942601	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS6	0.1952969	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.1952969	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.1952969	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.1952969	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS3	0.1952969	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.1952969	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.1952969	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.1953267	AS	Brachypodium	drought	Br(AST)	AST
AS30	0.1953267	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.1953304	AS	Brachypodium	well-watered	Br(ASC)	ASC
144T	0.1953326	AS	H.spontaneum	drought	Hs(AST)	AST
AS19	0.1953334	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.1964178	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.1964178	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.1964178	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.1964178	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES1	0.1964178	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.1964178	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.1964178	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.1964178	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.1964178	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.1964178	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.1964178	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.1964178	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.1964178	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.1964178	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.1964178	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.1964178	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.1964178	ES	Brachypodium	drought	Br(EST)	EST
ES6	0.1964178	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.1964178	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.1964178	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.2747253	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.2747253	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.2747253	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.2747253	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.2747253	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.2747253	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.2747253	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.2747253	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.2747253	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.2747253	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.2747253	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES14	0.2747253	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.2747253	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.2747253	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.2761915	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.2761915	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.2761915	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.2761915	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.2761915	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.2761915	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.2761915	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.2761915	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.2761915	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.2761915	ES	T.dicoccoides	drought	Td(EST)	EST
AS19	0.2761915	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS22	0.2761915	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.2761915	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.2762336	AS	Brachypodium	drought	Br(AST)	AST
AS30	0.2762336	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.2762389	AS	Brachypodium	well-watered	Br(ASC)	ASC
126T	0.276242	ES	H.spontaneum	drought	Hs(EST)	EST
AS33	0.2777767	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.2777767	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.2777767	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.2777767	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES1	0.2777767	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.2777767	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.2777767	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.2777767	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.2777767	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.2777767	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.2777767	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.2777767	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.2777767	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.2777767	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.2777767	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.2777767	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.2777767	ES	Brachypodium	drought	Br(EST)	EST
ES6	0.2777767	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.2777767	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.2777767	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS17	0.3071522	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.3071522	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.3071522	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.3071522	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.3071522	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.3071522	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.3071522	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.3071522	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.3071522	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.3071522	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES14	0.3071522	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.3071522	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.3071522	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS4	0.3087915	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.3087915	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.3087915	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.3087915	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.3087915	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.3087915	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.3087915	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.3087915	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.3087915	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.3087915	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.3087915	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.3087915	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.3087915	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.3087915	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.3088386	AS	Brachypodium	drought	Br(AST)	AST
AS30	0.3088386	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.3088445	AS	Brachypodium	well-watered	Br(ASC)	ASC
126T	0.308848	ES	H.spontaneum	drought	Hs(EST)	EST
126T	0.308848	ES	H.spontaneum	drought	Hs(EST)	EST
141T	0.308848	AS	H.spontaneum	drought	Hs(AST)	AST
141T	0.308848	AS	H.spontaneum	drought	Hs(AST)	AST
142T	0.308848	AS	H.spontaneum	drought	Hs(AST)	AST
AS25	0.308848	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.3088492	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.3105638	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.3105638	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.3105638	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.3105638	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES1	0.3105638	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.3105638	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.3105638	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.3105638	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.3105638	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.3105638	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.3105638	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.3105638	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.3105638	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.3105638	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.3105638	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.3105638	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.3105638	ES	Brachypodium	drought	Br(EST)	EST
ES6	0.3105638	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.3105638	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.3105638	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS17	0.3885202	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.3885202	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.3885202	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.3885202	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.3885202	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.3885202	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.3885202	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.3885202	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.3885202	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.3885202	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES14	0.3885202	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.3885202	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.3885202	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.3905937	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.3905937	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.3905937	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.3905937	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.3905937	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS3	0.3905937	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.3905937	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.3905937	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.3906533	AS	Brachypodium	drought	Br(AST)	AST
AS30	0.3906533	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.3906608	AS	Brachypodium	well-watered	Br(ASC)	ASC
142T	0.3906652	AS	H.spontaneum	drought	Hs(AST)	AST
AS19	0.3906667	AS	Brachypodium	well-watered	Br(ASC)	ASC
123T	0.3912071	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.3912071	ES	H.spontaneum	drought	Hs(EST)	EST
AS33	0.3928356	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.3928356	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.3928356	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.3928356	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES1	0.3928356	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.3928356	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.3928356	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.3928356	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.3928356	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.3928356	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.3928356	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.3928356	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.3928356	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.3928356	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.3928356	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.3928356	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.3928356	ES	Brachypodium	drought	Br(EST)	EST
ES6	0.3928356	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.3928356	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.3928356	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.4120879	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.4120879	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.4120879	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.4120879	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.4120879	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.4120879	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.4120879	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.4120879	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.4120879	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.4120879	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES14	0.4120879	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.4120879	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.4120879	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.4142872	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.4142872	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.4142872	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.4142872	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.4142872	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.4142872	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.4142872	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.4142872	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.4142872	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.4142872	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.4142872	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.4142872	ES	T.dicoccoides	drought	Td(EST)	EST
AS19	0.4142872	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS22	0.4142872	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.4142872	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.4143504	AS	Brachypodium	drought	Br(AST)	AST
AS30	0.4143504	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.4143583	AS	Brachypodium	well-watered	Br(ASC)	ASC
142T	0.414363	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.414363	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.414363	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.414363	AS	H.spontaneum	drought	Hs(AST)	AST
AS33	0.416665	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.416665	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.416665	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.416665	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.416665	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.416665	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.416665	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.416665	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.416665	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.416665	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.416665	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.416665	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.416665	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.416665	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.416665	ES	Brachypodium	drought	Br(EST)	EST
ES6	0.416665	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.416665	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.416665	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS33	0.4166651	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.4166651	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS10	0.4343788	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.4343788	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.4343788	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.4343788	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.4343788	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.4343788	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.4343788	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.4343788	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.4343788	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.4343788	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.4343788	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES23	0.4343788	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.4343788	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.4366971	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.4366971	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.4366971	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.4366971	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.4366971	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.4366971	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.4366971	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.4366971	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.4366971	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.4366971	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.4366971	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.4366971	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.4366971	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.4366971	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.4366971	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.4366971	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.4367637	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.436772	AS	Brachypodium	well-watered	Br(ASC)	ASC
141T	0.436777	AS	H.spontaneum	drought	Hs(AST)	AST
142T	0.436777	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.436777	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.436777	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.436777	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.436777	AS	H.spontaneum	drought	Hs(AST)	AST
114T	0.4373828	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.4373828	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.4373828	ES	H.spontaneum	drought	Hs(EST)	EST
AS33	0.4392035	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.4392035	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.4392035	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.4392035	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES1	0.4392035	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.4392035	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.4392035	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.4392035	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.4392035	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.4392035	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.4392035	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.4392035	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.4392035	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.4392035	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.4392035	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.4392035	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.4392035	ES	Brachypodium	drought	Br(EST)	EST
ES6	0.4392035	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.4392035	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.4392035	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS17	0.495268	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.495268	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.495268	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.495268	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.495268	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.495268	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.495268	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.495268	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.495268	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES23	0.495268	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.495268	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.4979113	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.4979113	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.4979113	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.4979113	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.4979113	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.4979113	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.4979113	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.4979113	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.4979113	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.4979113	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.4979113	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.4979872	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.4979967	AS	Brachypodium	well-watered	Br(ASC)	ASC
144C	0.4980024	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.4980024	ES	H.spontaneum	drought	Hs(EST)	EST
142T	0.4980024	AS	H.spontaneum	drought	Hs(AST)	AST
AS25	0.4980024	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.4980043	AS	Brachypodium	well-watered	Br(ASC)	ASC
123T	0.4986931	ES	H.spontaneum	drought	Hs(EST)	EST
AS33	0.5007691	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.5007691	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.5007691	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.5007691	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES1	0.5007691	ES	Brachypodium	drought	Br(EST)	EST
